user_id,sessions_2026_01,minutes_2026_01,spend_2026_01,support_calls_2026_01,satisfaction_2026_01,sessions_2026_02,minutes_2026_02,spend_2026_02,support_calls_2026_02,satisfaction_2026_02,sessions_2026_03,minutes_2026_03,spend_2026_03,support_calls_2026_03,satisfaction_2026_03
U0321,37.0,1174.2,"1 062,55 ₽",0.0,"5,00",35.0,,"1 141,79 ₽",0.0,"4,17",41.0,4672.0,"5 372,04 ₽",2.0,"4,74"
U0322,15.0,679.7,"805,82 ₽",0.0,"5,00",7.0,414.4,"663,34 ₽",1.0,"4,41",10.0,156.5,"621,20 ₽",0.0,"4,61"
U0323,26.0,1088.9,"1 633,26 ₽",0.0,"4,84",19.0,795.1,"1 720,22 ₽",0.0,"4,27",20.0,648.0,"1 597,98 ₽",0.0,"3,67"
U0324,10.0,255.9,"318,49 ₽",0.0,"4,95",11.0,620.4,"423,83 ₽",0.0,"4,30",15.0,376.0,"392,27 ₽",1.0,"4,19"
U0325,26.0,1196.3,"631,89 ₽",2.0,"4,24",32.0,1245.8,"706,99 ₽",1.0,"4,22",28.0,717.1,"678,40 ₽",1.0,"3,73"
U0326,24.0,931.4,"432,35 ₽",1.0,"4,31",30.0,848.2,"437,93 ₽",0.0,,34.0,1742.6,"823,19 ₽",0.0,"4,30"
U0327,64.0,2928.6,"1 667,87 ₽",2.0,"4,08",71.0,,"1 753,31 ₽",0.0,"4,67",72.0,2726.0,"1 699,69 ₽",1.0,"4,33"
U0328,21.0,624.5,"782,57 ₽",1.0,"4,49",17.0,862.1,"549,44 ₽",2.0,"4,31",13.0,574.0,"697,77 ₽",0.0,"4,93"
U0329,54.0,1286.7,"573,83 ₽",2.0,"4,25",58.0,2899.3,"1 056,04 ₽",2.0,"3,53",60.0,1849.7,"816,62 ₽",2.0,"4,19"
U0330,37.0,1690.2,"796,83 ₽",0.0,"4,04",34.0,922.0,"524,80 ₽",1.0,"4,71",43.0,1274.0,"564,40 ₽",1.0,"4,55"
U0331,37.0,1894.2,"719,17 ₽",0.0,"4,92",45.0,2150.9,"809,14 ₽",1.0,"4,81",42.0,2391.8,"939,07 ₽",2.0,"3,69"
U0332,39.0,1317.6,"1 042,57 ₽",1.0,"4,49",33.0,682.1,"1 054,04 ₽",0.0,"4,87",44.0,1362.4,"1 110,70 ₽",1.0,"4,34"
U0333,45.0,1827.0,"1 103,78 ₽",1.0,"4,31",43.0,1470.7,"1 074,24 ₽",3.0,"3,58",54.0,1158.2,"1 091,78 ₽",2.0,"4,26"
U0334,79.0,3156.6,"1 559,01 ₽",3.0,"4,04",90.0,4285.1,"1 839,50 ₽",1.0,"4,82",102.0,4638.2,"1 861,03 ₽",0.0,"4,52"
U0335,31.0,1110.0,"527,04 ₽",0.0,"4,46",37.0,1323.9,"674,43 ₽",1.0,"4,05",38.0,1544.5,"589,30 ₽",2.0,"3,99"
U0336,58.0,2465.0,"1 171,01 ₽",0.0,"5,00",66.0,3586.1,"1 509,59 ₽",1.0,"4,37",62.0,2194.2,"1 133,09 ₽",1.0,"4,45"
U0337,18.0,735.5,"617,71 ₽",0.0,"4,75",29.0,1452.1,"892,31 ₽",1.0,"4,49",33.0,1337.7,"801,63 ₽",2.0,"4,49"
U0338,20.0,617.8,"762,75 ₽",0.0,"4,41",32.0,1601.9,"872,58 ₽",0.0,"4,73",21.0,758.5,"726,78 ₽",2.0,"4,25"
U0339,18.0,707.8,"637,37 ₽",1.0,"4,47",23.0,783.4,"710,75 ₽",1.0,"4,29",24.0,1242.5,"678,77 ₽",1.0,"4,30"
U0340,20.0,799.7,"731,96 ₽",0.0,"5,00",21.0,927.3,"725,98 ₽",0.0,"4,33",26.0,838.2,"744,15 ₽",2.0,"3,68"
U0341,21.0,846.1,"661,17 ₽",0.0,"4,57",19.0,825.3,"642,91 ₽",0.0,"4,43",29.0,1161.1,"742,24 ₽",0.0,"4,76"
U0342,44.0,1210.7,"710,74 ₽",1.0,"4,69",51.0,1908.2,"1 005,13 ₽",3.0,"3,50",57.0,2251.5,"1 015,10 ₽",0.0,"3,93"
U0343,44.0,1805.8,"855,76 ₽",0.0,"4,91",52.0,2723.3,"1 123,25 ₽",0.0,"4,71",51.0,3139.1,"1 318,19 ₽",0.0,"4,00"
U0344,11.0,578.3,"401,82 ₽",0.0,"4,76",12.0,316.6,"465,24 ₽",0.0,"5,00",24.0,1166.1,"567,58 ₽",2.0,"3,92"
U0345,16.0,459.2,"756,89 ₽",1.0,"3,61",19.0,972.1,"757,05 ₽",1.0,"4,37",23.0,1151.9,"583,08 ₽",0.0,"4,53"
U0346,17.0,710.8,"1 193,02 ₽",1.0,"4,99",9.0,282.9,"1 017,90 ₽",0.0,"4,09",21.0,658.1,"1 017,36 ₽",0.0,"4,93"
U0347,15.0,681.8,"663,86 ₽",1.0,"4,14",13.0,773.6,"703,82 ₽",1.0,"3,91",16.0,649.6,"744,20 ₽",0.0,"4,72"
U0348,51.0,1545.7,"1 076,10 ₽",0.0,"4,58",48.0,1735.1,"989,68 ₽",0.0,"4,93",48.0,1605.4,"1 098,85 ₽",0.0,"4,21"
U0349,16.0,501.3,"443,65 ₽",0.0,"4,58",31.0,1883.4,"774,71 ₽",2.0,"4,16",30.0,986.9,"520,69 ₽",0.0,"5,00"
U0350,27.0,1130.7,"1 097,02 ₽",1.0,"4,36",31.0,1342.2,"1 158,44 ₽",1.0,"3,89",36.0,2095.2,"1 122,04 ₽",0.0,"4,70"
U0351,26.0,1481.0,"695,77 ₽",0.0,"4,78",29.0,914.7,"475,28 ₽",1.0,"4,21",32.0,1492.1,"681,85 ₽",0.0,"4,42"
U0352,12.0,630.3,"396,87 ₽",0.0,"4,88",24.0,1584.6,"676,69 ₽",0.0,"5,00",20.0,955.7,"379,33 ₽",0.0,"4,86"
U0353,5.0,272.2,"450,84 ₽",2.0,"3,91",8.0,409.4,"451,30 ₽",0.0,"4,92",24.0,1255.8,"596,90 ₽",0.0,"4,67"
U0354,27.0,929.9,"510,61 ₽",0.0,"5,00",33.0,1211.9,"586,62 ₽",1.0,"3,08",40.0,1331.0,"674,50 ₽",0.0,"4,43"
U0355,30.0,1734.9,"882,92 ₽",0.0,"4,32",28.0,1428.7,"787,78 ₽",1.0,"4,84",32.0,1763.2,"793,66 ₽",0.0,"3,97"
U0356,26.0,663.3,"611,94 ₽",0.0,"4,33",23.0,783.2,"772,53 ₽",3.0,"3,42",31.0,929.2,"654,81 ₽",1.0,"4,67"
U0357,17.0,961.8,"709,64 ₽",3.0,"3,43",20.0,569.8,"713,05 ₽",0.0,"4,86",26.0,1196.7,"760,18 ₽",0.0,"4,65"
U0358,34.0,1323.5,"751,36 ₽",1.0,"5,00",32.0,1641.9,"799,32 ₽",0.0,"4,21",36.0,1348.3,"642,28 ₽",0.0,"4,49"
U0359,48.0,1244.0,"737,28 ₽",1.0,"4,09",57.0,2937.4,"1 240,39 ₽",3.0,"4,21",55.0,2560.5,"994,25 ₽",0.0,"4,41"
U0360,39.0,1600.0,"1 645,45 ₽",0.0,"4,61",29.0,1236.3,"1 731,19 ₽",0.0,"3,69",44.0,1962.1,"1 698,39 ₽",0.0,"4,68"
U0361,16.0,652.2,"294,36 ₽",1.0,,18.0,909.9,"489,97 ₽",0.0,"4,78",20.0,639.2,"426,58 ₽",0.0,"4,61"
U0362,48.0,2300.2,"1 066,17 ₽",0.0,"4,32",47.0,2238.6,"951,62 ₽",0.0,"5,00",52.0,1974.5,"876,26 ₽",1.0,"3,79"
U0363,18.0,865.6,"677,27 ₽",0.0,"4,52",13.0,255.9,"689,40 ₽",0.0,"4,41",22.0,1196.8,"691,81 ₽",2.0,"3,91"
U0364,20.0,993.9,"702,40 ₽",2.0,"3,67",16.0,566.0,"714,40 ₽",0.0,"4,78",28.0,1615.9,"919,23 ₽",1.0,"3,94"
U0365,63.0,2871.9,"1 372,94 ₽",1.0,"4,34",64.0,1869.6,"1 038,69 ₽",0.0,"3,95",74.0,3041.2,"1 269,74 ₽",1.0,"4,32"
U0366,21.0,619.1,"1 727,29 ₽",0.0,"5,00",22.0,1252.9,"1 687,66 ₽",0.0,"4,87",18.0,946.3,"1 640,01 ₽",2.0,"4,61"
U0367,14.0,850.8,"687,51 ₽",0.0,"4,75",12.0,440.6,"765,83 ₽",0.0,"4,82",14.0,590.4,"752,98 ₽",0.0,"5,00"
U0368,42.0,1265.1,"617,83 ₽",3.0,"3,91",39.0,2204.1,"937,92 ₽",1.0,"4,26",45.0,3887.9,"4 509,48 ₽",2.0,"3,92"
U0369,,1116.4,"1 082,96 ₽",1.0,"3,95",31.0,1097.8,"1 087,22 ₽",1.0,"5,00",28.0,887.2,"1 177,78 ₽",0.0,"4,68"
U0370,15.0,361.3,"417,45 ₽",0.0,"4,04",10.0,484.9,"444,03 ₽",0.0,"4,97",20.0,761.6,"482,25 ₽",0.0,"4,39"
U0371,66.0,2430.1,"1 282,98 ₽",2.0,"4,11",65.0,3834.3,"1 559,91 ₽",0.0,"5,00",71.0,3625.2,"1 521,48 ₽",3.0,"3,49"
U0372,,231.4,"1 006,66 ₽",0.0,"4,61",6.0,192.2,"1 032,62 ₽",0.0,"5,00",1.0,49.4,"1 118,77 ₽",1.0,"4,78"
U0373,33.0,1787.4,"912,95 ₽",0.0,"4,89",31.0,1460.1,"738,91 ₽",1.0,"4,70",31.0,1321.0,"712,58 ₽",0.0,"4,22"
U0374,71.0,3284.0,"1 279,71 ₽",0.0,"4,28",68.0,3711.6,"1 359,76 ₽",2.0,"3,07",77.0,4304.4,"1 575,47 ₽",1.0,"4,25"
U0375,5.0,211.3,"594,15 ₽",1.0,"4,00",13.0,585.7,"706,03 ₽",0.0,"4,34",16.0,719.4,"768,85 ₽",2.0,"3,63"
U0376,34.0,900.3,"1 146,36 ₽",,"4,25",42.0,1649.6,"1 143,48 ₽",0.0,"5,00",43.0,2186.1,"998,92 ₽",2.0,"3,86"
U0377,18.0,436.9,"1 131,47 ₽",1.0,"4,39",9.0,507.3,"1 054,46 ₽",0.0,"3,71",12.0,690.0,"1 150,79 ₽",0.0,"4,38"
U0378,14.0,652.3,"707,40 ₽",0.0,"3,92",8.0,397.1,"660,20 ₽",0.0,"4,49",10.0,901.5,"6 354,66 ₽",0.0,"4,43"
U0379,35.0,1685.7,"738,81 ₽",0.0,"4,00",43.0,1995.2,"1 008,49 ₽",1.0,"4,18",55.0,1997.0,"937,21 ₽",1.0,"4,40"
U0380,19.0,670.9,"781,08 ₽",1.0,"4,74",22.0,852.5,"609,12 ₽",0.0,"4,46",24.0,1058.0,"766,76 ₽",0.0,"5,00"
U0381,20.0,758.9,"419,68 ₽",0.0,"4,68",15.0,791.1,"381,81 ₽",0.0,"4,05",20.0,611.6,"412,39 ₽",1.0,"4,19"
U0382,24.0,935.9,"690,85 ₽",0.0,"4,48",30.0,1176.7,"771,41 ₽",0.0,"4,71",28.0,1332.6,"724,46 ₽",0.0,"4,56"
U0383,21.0,852.1,"761,77 ₽",1.0,"4,50",16.0,587.9,"685,41 ₽",,"3,95",,885.8,"684,42 ₽",0.0,"4,39"
U0384,33.0,1426.7,"705,89 ₽",2.0,"3,92",31.0,1492.0,"795,66 ₽",0.0,"4,82",42.0,1700.8,"804,39 ₽",2.0,"3,75"
U0385,53.0,1903.4,"1 754,40 ₽",1.0,"4,15",58.0,2654.7,"1 704,88 ₽",0.0,"4,91",52.0,1373.4,"1 686,86 ₽",1.0,"4,79"
U0386,18.0,469.2,"425,71 ₽",0.0,"5,00",37.0,1663.8,"775,17 ₽",3.0,"3,85",38.0,1260.4,"651,13 ₽",2.0,"4,32"
U0387,26.0,1027.9,"509,48 ₽",2.0,"4,07",,1145.2,"523,91 ₽",3.0,"3,86",31.0,1497.2,"682,58 ₽",3.0,"3,66"
U0388,19.0,542.4,"697,79 ₽",0.0,"5,00",17.0,1181.3,"708,80 ₽",0.0,"4,78",25.0,1276.2,"694,03 ₽",1.0,"4,29"
U0389,31.0,914.7,"531,69 ₽",0.0,"4,20",33.0,564.1,"475,12 ₽",1.0,"4,67",33.0,1185.8,"527,80 ₽",1.0,"3,84"
U0390,37.0,1341.9,"597,68 ₽",0.0,"4,43",46.0,2253.1,"865,42 ₽",0.0,"4,37",59.0,2524.9,"919,58 ₽",0.0,"4,21"
U0391,46.0,1823.2,"1 647,73 ₽",3.0,"3,62",55.0,2547.8,"1 672,45 ₽",1.0,"4,87",53.0,2376.5,"1 747,15 ₽",0.0,"5,00"
U0392,22.0,1011.9,"1 139,49 ₽",2.0,"3,65",22.0,788.9,"1 096,72 ₽",1.0,"4,83",20.0,1276.8,"1 068,22 ₽",0.0,"4,67"
U0393,24.0,1159.1,"1 122,23 ₽",2.0,"3,93",21.0,559.8,"1 123,48 ₽",1.0,"3,75",21.0,980.3,"1 129,00 ₽",0.0,"5,00"
U0394,30.0,1813.7,"769,14 ₽",0.0,"4,63",38.0,1283.4,"565,59 ₽",0.0,"4,57",32.0,1236.7,"562,18 ₽",2.0,"4,39"
U0395,24.0,945.2,"726,06 ₽",0.0,"4,67",30.0,889.0,"697,05 ₽",3.0,"4,00",32.0,1019.7,"758,08 ₽",2.0,"3,92"
U0396,24.0,1148.4,"663,17 ₽",0.0,"4,56",23.0,1231.5,"729,49 ₽",6.0,"2,82",32.0,1534.3,"696,31 ₽",0.0,"4,99"
U0397,22.0,939.2,"716,57 ₽",1.0,"3,92",24.0,702.7,"629,77 ₽",2.0,"4,30",29.0,786.1,"686,93 ₽",0.0,"4,83"
U0398,26.0,1103.7,"1 130,62 ₽",1.0,"4,43",22.0,948.9,"1 053,73 ₽",1.0,"4,25",31.0,1412.9,"1 125,81 ₽",2.0,"3,58"
U0399,34.0,1593.9,"917,85 ₽",1.0,"4,64",33.0,1315.1,"782,55 ₽",1.0,"4,67",44.0,1922.4,"944,74 ₽",1.0,
U0400,29.0,1516.2,"697,66 ₽",0.0,"5,00",18.0,888.3,"401,82 ₽",0.0,"4,92",30.0,885.9,"536,98 ₽",1.0,"4,26"
U0401,62.0,3086.6,"1 371,54 ₽",5.0,"3,89",66.0,3532.7,"1 494,80 ₽",0.0,"4,92",73.0,2917.5,"1 248,24 ₽",0.0,"4,45"
U0402,31.0,1077.6,"1 079,30 ₽",1.0,"4,06",28.0,1602.2,"1 127,09 ₽",2.0,"4,48",31.0,1297.0,"1 140,66 ₽",1.0,"4,05"
U0403,23.0,1155.4,"1 078,80 ₽",1.0,"4,09",15.0,793.7,"1 076,62 ₽",1.0,"4,38",23.0,865.7,"1 029,81 ₽",3.0,"3,28"
U0404,11.0,250.6,"348,15 ₽",1.0,"4,24",16.0,608.4,"459,62 ₽",0.0,"5,00",6.0,215.2,"315,97 ₽",0.0,"4,71"
U0405,24.0,996.9,"491,71 ₽",0.0,"4,75",33.0,1106.0,"499,33 ₽",1.0,"4,57",32.0,958.6,"545,03 ₽",1.0,"3,81"
U0406,43.0,1626.6,"1 075,26 ₽",1.0,"4,87",38.0,1350.4,"1 104,70 ₽",0.0,"5,00",,1983.9,"1 213,69 ₽",0.0,"5,00"
U0407,22.0,711.0,"730,76 ₽",1.0,"4,72",29.0,1326.1,"755,39 ₽",0.0,"3,81",31.0,1292.2,"821,39 ₽",0.0,"4,18"
U0408,9.0,215.5,"371,45 ₽",1.0,"4,15",11.0,407.5,,1.0,"4,44",13.0,409.7,"372,71 ₽",0.0,"4,93"
U0409,22.0,1058.9,"690,99 ₽",0.0,"4,97",22.0,920.0,"679,99 ₽",1.0,"4,74",26.0,838.7,"744,71 ₽",0.0,"4,78"
U0410,11.0,514.2,"677,51 ₽",0.0,"4,36",23.0,993.8,"682,73 ₽",0.0,"4,84",22.0,1104.5,"662,88 ₽",0.0,"4,29"
U0411,6.0,208.3,"418,86 ₽",0.0,"4,71",3.0,140.8,"430,06 ₽",0.0,"4,22",8.0,590.7,"348,72 ₽",1.0,"4,36"
U0412,27.0,1746.7,"990,60 ₽",1.0,"4,71",30.0,1370.6,"799,21 ₽",0.0,"5,00",41.0,1379.5,"801,47 ₽",3.0,"3,56"
U0413,25.0,1105.2,"1 105,83 ₽",2.0,"4,52",24.0,979.2,"1 124,29 ₽",1.0,"4,48",26.0,742.5,"1 189,58 ₽",0.0,"4,89"
U0414,11.0,352.6,"648,16 ₽",0.0,"5,00",17.0,881.3,"666,94 ₽",0.0,"4,55",16.0,493.8,"719,66 ₽",1.0,"4,44"
U0415,15.0,679.9,"657,32 ₽",0.0,"4,81",26.0,1099.5,"648,61 ₽",2.0,"3,67",22.0,831.7,"721,92 ₽",0.0,"4,71"
U0416,43.0,1603.6,"1 143,72 ₽",0.0,"4,92",44.0,2507.1,"1 232,84 ₽",0.0,"4,62",49.0,1754.0,"1 118,54 ₽",2.0,"4,56"
U0417,30.0,782.9,"1 096,19 ₽",0.0,"5,00",29.0,1708.7,"1 136,19 ₽",0.0,"4,29",36.0,936.4,"1 171,31 ₽",1.0,"4,17"
U0418,31.0,1619.7,"797,45 ₽",0.0,"4,95",34.0,1294.2,"745,35 ₽",1.0,"4,69",39.0,1597.7,"802,08 ₽",0.0,"4,56"
U0419,14.0,279.3,"450,54 ₽",0.0,"4,96",16.0,576.8,"355,33 ₽",0.0,"4,05",20.0,1046.4,,1.0,"4,40"
U0420,25.0,1103.8,"816,37 ₽",0.0,"4,38",14.0,566.2,"623,01 ₽",0.0,"4,56",18.0,655.5,"661,18 ₽",0.0,"4,83"
U0266,16.0,633.8,"354,06 ₽",1.0,"4,69",11.0,391.5,"424,14 ₽",0.0,"4,42",14.0,728.9,"490,00 ₽",1.0,"4,03"
U0163,15.0,813.3,"1 111,45 ₽",1.0,"4,27",15.0,629.2,"1 115,48 ₽",2.0,"3,52",21.0,1002.6,"1 124,44 ₽",1.0,"4,37"
U0356,26.0,663.3,"611,94 ₽",0.0,"4,33",23.0,783.2,"772,53 ₽",3.0,"3,42",31.0,929.2,"654,81 ₽",1.0,"4,67"
