order_id,order_date,customer_id,product_id,quantity,discount,channel,delivery_days
ORD-10804,2025-01-11,C0066,P003,3,0.15,Онлайн,4
ORD-10805,2025-08-19,C0179,P005,1,0.2,Онлайн,6
ORD-10806,2025-06-25,C0166,P010,4,0.05,Онлайн,5
ORD-10807,2025-02-01,C0103,P009,2,0.1,Магазин,3
ORD-10808,2025-08-25,C0001,P001,3,0.0,Онлайн,5
ORD-10809,2025-06-20,C0015,P010,2,0.1,Онлайн,8
ORD-10810,2025-12-03,C0165,P003,4,0.2,Партнёр,7
ORD-10811,2025-09-17,C0135,P005,1,0.1,Онлайн,5
ORD-10812,2025-10-03,C0050,P012,6,0.05,Онлайн,5
ORD-10813,2025-06-12,C0087,P009,6,0.1,Онлайн,7
ORD-10814,2025-06-07,C0009,P004,3,0.15,Магазин,4
ORD-10815,2025-09-24,C0108,P006,3,0.1,Онлайн,2
ORD-10816,2025-11-12,C0092,P005,6,0.05,Онлайн,7
ORD-10817,2025-09-21,C0091,P012,4,0.1,Магазин,7
ORD-10818,2025-06-22,C0120,P005,5,0.05,Онлайн,4
ORD-10819,2025-12-22,C0075,P011,5,0.15,Магазин,6
ORD-10820,2025-01-15,C0123,P008,5,0.05,Магазин,5
ORD-10821,2025-05-27,C0002,P010,1,0.0,Партнёр,4
ORD-10822,2025-08-25,C0050,P009,3,0.05,Онлайн,7
ORD-10823,2025-02-13,C0119,P006,1,0.15,Онлайн,2
ORD-10824,2025-01-28,C0146,P004,1,0.0,Партнёр,6
ORD-10825,2025-09-08,C0114,P008,1,0.0,Онлайн,6
ORD-10826,2025-04-14,C0049,P012,5,0.1,Онлайн,3
ORD-10827,2025-05-26,C0043,P003,3,0.1,Онлайн,4
ORD-10828,2025-07-10,C0126,P003,4,0.05,Онлайн,5
ORD-10829,2025-07-29,C0123,P004,3,0.05,Онлайн,6
ORD-10830,2025-10-05,C0109,P005,3,0.15,Магазин,4
ORD-10831,2025-02-09,C0126,P011,3,0.2,Онлайн,4
ORD-10832,2025-06-22,C0080,P007,2,0.1,Онлайн,4
ORD-10833,2025-12-27,C0092,P008,6,0.15,Онлайн,6
ORD-10834,2025-11-22,C0033,P011,6,0.1,Магазин,4
ORD-10835,2025-07-07,C0022,P003,5,0.0,Онлайн,5
ORD-10836,2025-01-15,C0070,P011,6,0.05,Магазин,5
ORD-10837,2025-08-03,C0166,P002,3,0.05,Онлайн,5
ORD-10838,2025-07-28,C0159,P008,3,0.05,Онлайн,6
ORD-10839,2025-04-28,C0129,P005,2,0.1,Магазин,3
ORD-10840,2025-04-09,C0046,P006,4,0.0,Онлайн,9
ORD-10841,2025-12-25,C0114,P007,2,0.15,Онлайн,5
ORD-10842,2025-08-18,C0178,P012,4,0.15,Магазин,3
ORD-10843,2025-10-20,C0119,P008,5,0.0,Магазин,3
ORD-10844,2025-11-17,C0177,P008,2,0.0,Партнёр,3
ORD-10845,2025-01-30,C0065,P009,5,0.0,Онлайн,7
ORD-10846,2025-07-28,C0044,P003,2,0.0,Онлайн,5
ORD-10847,2025-08-01,C0006,P008,4,0.1,Онлайн,7
ORD-10848,2025-09-09,C0158,P012,4,0.05,Онлайн,3
ORD-10849,2025-10-08,C0147,P004,6,0.15,Онлайн,10
ORD-10850,2025-10-19,C0029,P003,2,0.05,Магазин,3
ORD-10851,2025-03-15,C0166,P004,1,0.0,Партнёр,5
ORD-10852,2025-06-28,C0064,P008,4,0.0,Онлайн,7
ORD-10853,2025-12-30,C0064,P007,4,0.0,Магазин,5
ORD-10854,2025-08-22,C0030,P012,1,0.05,Магазин,6
ORD-10855,2025-11-03,C0127,P010,3,0.0,Онлайн,4
ORD-10856,2025-12-20,C0131,P010,2,0.05,Онлайн,8
ORD-10857,2025-06-28,C0109,P012,3,0.15,Магазин,5
ORD-10858,2025-06-20,C0114,P004,4,0.1,Онлайн,7
ORD-10859,2025-09-24,C0107,P007,1,0.0,Партнёр,6
ORD-10860,2025-10-13,C0095,P004,4,0.0,Партнёр,7
ORD-10861,2025-07-25,C0160,P012,5,0.0,Онлайн,6
ORD-10862,2025-07-22,C0072,P006,2,0.2,Онлайн,6
ORD-10863,2025-12-19,C0029,P008,6,0.0,Онлайн,6
ORD-10864,2025-10-09,C0022,P007,5,0.0,Онлайн,4
ORD-10865,2025-12-24,C0109,P007,1,0.0,Онлайн,5
ORD-10866,2025-06-08,C0027,P003,6,0.05,Магазин,8
ORD-10867,2025-05-22,C0050,P003,4,0.05,Онлайн,6
ORD-10868,2025-12-10,C0092,P008,6,0.0,Онлайн,7
ORD-10869,2025-02-08,C0063,P011,5,0.0,Магазин,4
ORD-10870,2025-05-12,C0010,P011,6,0.05,Магазин,3
ORD-10871,2025-10-01,C0169,P010,2,0.05,Магазин,7
ORD-10872,2025-06-14,C0066,P002,6,0.1,Магазин,5
ORD-10873,2025-08-10,C0150,P012,6,0.1,Онлайн,6
ORD-10874,2025-11-17,C0111,P009,5,0.05,Онлайн,8
ORD-10875,2025-07-30,C0092,P009,6,0.0,Магазин,6
ORD-10876,2025-05-05,C0169,P001,1,0.15,Магазин,7
ORD-10877,2025-12-13,C0010,P005,4,0.1,Онлайн,4
ORD-10878,2025-04-05,C0100,P010,4,0.0,Онлайн,6
ORD-10879,2025-10-12,C0166,P007,6,0.05,Онлайн,4
ORD-10880,2025-05-01,C0086,P005,6,0.05,Онлайн,4
ORD-10881,2025-11-09,C0041,P005,6,0.1,Магазин,4
ORD-10882,2025-09-29,C0168,P004,2,0.15,Партнёр,3
ORD-10883,2025-08-01,C0161,P010,2,0.1,Онлайн,7
ORD-10884,2025-08-26,C0040,P002,1,0.0,Онлайн,3
ORD-10885,2025-04-23,C0082,P001,2,0.2,Партнёр,7
ORD-10886,2025-11-13,C0075,P008,4,0.1,Онлайн,10
ORD-10887,2025-04-02,C0023,P011,2,0.1,Магазин,4
ORD-10888,2025-12-11,C0009,P009,2,0.0,Онлайн,5
ORD-10889,2025-01-07,C0091,P012,4,0.1,Онлайн,8
ORD-10890,2025-03-31,C0122,P005,1,0.15,Онлайн,4
ORD-10891,2025-06-14,C0162,P004,4,0.1,Магазин,7
ORD-10892,2025-03-02,C0122,P002,6,0.2,Онлайн,6
ORD-10893,2025-10-01,C0136,P003,4,0.0,Онлайн,7
ORD-10894,2025-04-19,C0083,P005,2,0.0,Онлайн,6
ORD-10895,2025-02-26,C0014,P009,1,0.05,Онлайн,9
ORD-10896,2025-10-06,C0164,P004,3,0.05,Онлайн,6
ORD-10897,2025-05-03,C0053,P001,1,0.0,Магазин,2
ORD-10898,2025-06-08,C0019,P006,3,0.05,Онлайн,7
ORD-10899,2025-05-11,C0035,P002,2,0.15,Партнёр,8
ORD-10900,2025-04-30,C0073,P010,5,0.1,Онлайн,7
ORD-10011,2025-06-23,C0044,P002,4,0.1,Магазин,4
ORD-10021,2025-09-21,C0010,P006,4,0.05,Магазин,2
